user_id,train_count
318069,1
2354174,0
32618,0
36123,1
1769167,0
712083,0
1468050,4
2165875,0
521850,1
223257,0
1645663,1
1126597,1
2239000,0
497232,0
538214,0
832620,0
1450449,0
120113,0
754104,1
1634780,0
1418560,0
965421,0
1287795,0
812413,2
300353,0
10817,0
1735393,0
1547213,1
801857,0
223276,1
2143797,1
2065652,2
799987,0
1078000,0
2509145,1
2286588,0
2141447,0
2383787,0
218637,0
2177386,0
2060343,0
1018368,2
1288627,4
1834690,1
978046,0
1589188,1
285797,0
2182121,0
1675429,1
782434,0
442447,0
333801,0
2162436,0
2557549,0
628554,2
962487,1
2054315,0
984392,1
911817,0
1720481,0
879194,0
605705,0
778033,0
1805874,3
579898,0
1778784,0
1932534,1
255900,0
858183,0
906675,1
1182168,0
669112,0
389210,0
568323,0
2604059,0
1686918,1
1944004,0
2126534,0
276392,0
1051560,0
1412498,0
377508,0
948109,3
130625,0
378968,0
1643671,1
2043659,0
276389,0
720130,2
178655,0
1743518,2
2327556,0
2482502,3
1768511,1
2509431,0
315168,0
728171,3
1682984,0
2480939,0
765095,0
331321,0
271961,0
2301229,0
2418109,0
197282,0
1367701,0
609243,0
408636,3
652611,0
42168,0
1434626,0
342919,0
564805,2
2181865,0
817255,1
464484,0
540694,0
1473739,0
2226134,0
165763,0
1503654,0
697215,0
912924,0
446517,0
194457,0
2193184,0
1315788,0
1030094,0
157446,0
1050570,1
101747,0
1491816,0
348503,0
826931,0
2540945,4
2547185,3
738430,0
1016562,0
2386483,3
745193,0
638020,4
2135262,0
1798197,0
1085517,0
1328723,2
1007141,1
794973,0
826342,0
2508793,1
1710658,0
758661,1
1621314,0
2494218,0
311779,0
1692069,1
2613080,0
1822999,1
1619747,4
405395,0
1378335,0
683211,0
1267382,0
674777,1
731321,0
1854947,3
677222,0
150667,0
207745,0
672519,0
2125913,0
256057,3
2403914,0
2578401,0
1534400,0
1656149,2
196846,2
2297863,0
1633923,0
2518168,2
209598,2
533352,0
538483,2
2045148,0
2606036,0
1527025,2
588956,0
1091995,1
1603945,0
1994718,0
181294,0
1937905,0
1315827,1
2634393,0
159177,0
1055859,0
1758572,2
2275507,1
2637877,0
2549804,0
2296586,0
188645,0
918954,0
1831413,0
75284,0
1122626,0
350837,0
2388205,4
822214,0
2540114,0
2201624,0
672333,0
116005,0
1058365,0
2106579,1
440723,1
1394815,1
1009518,0
97277,1
26091,0
319099,0
2041608,0
540065,1
28693,0
1949664,0
724902,0
2174370,0
1818847,1
1791666,0
1830000,1
87378,0
1866164,0
1072095,0
2568568,2
1210065,3
1219924,0
2359154,0
2489685,1
1343426,0
2631679,1
1951761,0
2480409,0
1658447,0
662218,0
998728,0
943743,0
515786,0
1953056,2
2499193,1
940910,0
390043,1
774124,0
2631192,0
1058770,0
140475,1
105863,1
1535968,0
551388,2
1882997,0
586813,0
1698584,0
1081910,2
185973,0
1108161,0
977420,0
131057,0
62655,3
2588989,0
142115,0
1975544,0
357937,0
650097,0
752094,2
1162706,0
451510,1
614218,1
577698,1
396150,0
893988,0
2135692,0
2083123,0
551796,0
1422462,0
400505,0
185715,0
2106687,0
2074015,0
757790,0
1635994,1
1948291,2
1946316,0
1368149,0
388468,1
854272,0
2228240,3
848734,0
102083,0
2428864,0
2062176,0
1254272,0
2647641,0
1442814,0
391846,2
1590880,0
1478470,0
1875675,1
18811,0
1111844,0
2601436,0
588316,0
1168311,1
2446442,2
1896527,0
617660,0
791674,2
1977275,0
2566931,2
1842668,0
2052691,2
2615660,1
1725003,1
1188115,0
1317797,0
169854,0
850678,1
413943,0
2559690,0
2229696,1
1829286,1
2339928,0
2504853,2
2337965,1
245440,0
375329,0
589364,0
2436444,0
178388,2
2244052,0
1027719,1
676290,0
1620983,2
614008,0
137425,0
576204,0
1327492,3
1794461,0
1470898,0
1845838,0
1239143,0
1517824,0
1093796,0
265450,0
1704448,0
1807526,0
907407,0
2286373,0
182541,0
28475,0
497816,1
2112656,3
43193,0
2003542,0
487812,0
424620,3
2205759,0
1787567,0
612804,0
905823,0
2495393,0
72174,1
318457,4
609605,0
134572,0
1389551,0
1339784,2
1314547,2
1708493,0
1266148,0
147756,0
266172,2
1419882,2
685419,0
1208198,0
1092171,0
2636430,1
340520,0
2172850,0
1456775,0
1607052,0
761458,3
821222,0
1642627,0
1893378,0
1684977,1
2041102,0
748747,0
2565062,1
496831,1
730697,0
924106,0
1163821,0
2601695,0
1807177,0
76465,0
702902,0
13013,0
925777,0
1421790,0
2547127,0
301019,1
238549,2
1124163,0
2609802,0
2341605,1
458355,1
1623186,0
735817,1
1791519,3
1240615,0
1140708,0
1189286,0
2448474,0
2379138,0
1777984,0
1829694,0
826696,2
549833,0
1197388,2
2147527,2
702874,1
393212,1
1664306,1
2522429,1
2453918,1
2177357,0
409642,1
654123,1
973623,0
1903645,0
1597739,0
914668,0
2474594,0
2589167,0
192334,1
278678,0
695144,0
2187966,0
1132073,0
1420596,0
2579034,0
767767,0
26533,0
631747,1
2398037,0
1640400,0
1135500,0
1060860,0
1993819,0
1041111,0
1834347,0
2087700,1
2337228,0
1812611,2
969847,0
347721,0
2560657,2
546623,0
1504383,1
1602729,0
2131012,0
190111,0
1924585,0
2068803,0
981798,0
295983,0
503870,0
757912,0
2425674,2
2366815,0
710499,0
2120507,0
1739761,0
870874,0
2337191,0
2438166,0
402743,0
807369,2
1133513,0
2415704,0
807541,0
246572,1
98383,0
2308168,0
1197466,0
966645,0
1674112,0
2023558,0
2088657,3
1732165,0
1846111,0
1116178,0
2292183,1
2465482,0
481831,0
478050,1
355317,2
738964,0
1147916,0
53604,0
197121,0
2190984,0
2418297,1
73568,0
1865212,0
1192820,0
1538852,0
1412429,0
680846,0
2410782,0
1465328,0
1735890,1
492092,0
1507374,1
106251,1
2134528,0
50100,0
1157645,0
2097772,0
1080872,3
1684581,0
2259147,0
1906808,4
1497151,0
13871,1
2337846,2
194639,1
1598166,0
1377808,0
897755,0
2330446,0
324579,0
733952,1
774797,0
934589,0
7745,2
400431,0
1597367,2
333996,1
2127163,0
2510050,2
2164009,0
2608972,0
2387340,0
950589,2
1433919,0
1001061,0
550430,0
1090727,0
2319196,0
502718,0
1069307,0
2227388,0
1223091,1
1861306,0
2257979,1
2473867,0
1858770,0
647306,0
159934,0
1706866,1
330905,0
248980,0
1895205,1
772710,0
517472,1
1900016,0
2629271,0
594462,0
1175001,2
189586,1
520643,0
1220793,1
1092242,1
1428355,0
324092,0
98044,1
631878,0
2316864,0
1578807,0
93356,0
649766,0
31550,1
1508966,0
1953975,3
1030915,0
2304008,0
2172207,0
676761,0
2640864,2
1121136,2
1753736,1
1058366,0
2456113,0
1457201,0
1823252,0
2061849,0
2440358,0
716553,1
384454,0
402225,1
2161619,2
924576,2
1025627,1
927734,1
1249727,1
1733442,0
854317,0
2060997,1
594405,0
1213486,0
44926,1
63492,0
375526,0
1156440,1
451989,0
1873924,0
1169874,0
1029969,1
1734630,0
422243,0
574055,0
2396281,0
2628623,1
348971,0
2458294,0
704018,0
995088,1
740629,0
1565115,0
2649120,0
418279,0
665451,0
1266043,0
303918,1
2618896,0
1818506,0
2176630,0
611231,0
581409,0
1790408,0
2296078,1
920089,1
877255,0
1101769,0
1495252,4
2051299,2
1828583,0
846175,0
309323,0
1369783,0
1537233,0
2019646,0
188504,0
1688360,2
207285,0
626165,0
1580571,0
2058634,0
1457429,0
1839274,0
844309,2
1068518,1
709881,0
92183,0
447386,0
532205,0
2359092,0
939315,1
1061377,0
1284793,0
917056,0
1857783,0
554367,0
905455,0
1871558,0
338482,0
1065172,0
1831553,0
19702,0
1182545,0
2332604,1
494087,1
203006,0
2454437,0
1368295,0
769761,0
2022575,0
1679339,0
2100032,0
2577212,0
1439302,0
2464822,0
1510728,0
268719,0
963997,0
1921659,0
537071,0
2156999,0
1037308,0
2080413,0
70893,0
2337615,0
2084600,2
2044991,1
1898454,0
2049829,0
114085,1
2300921,0
803714,0
1841282,0
2223717,0
894217,0
2526083,0
2614268,0
2149577,0
168379,0
819867,0
883952,0
1016796,1
2600002,0
791612,0
981707,0
2542337,0
964866,0
1791890,0
2437288,0
2001099,0
1912002,2
1577708,1
2333286,0
324444,1
487838,0
507764,2
2147031,0
364291,0
2560408,0
1679030,0
981950,0
2270184,0
1126078,0
2467730,0
992021,3
2399037,0
2027,0
2307226,1
421217,0
2352124,2
2582608,0
2370967,0
861459,0
72530,0
890632,1
549407,0
845921,4
1489356,4
1538960,1
312188,0
433792,0
2583358,0
1979459,0
1062134,0
2213246,0
1209557,1
1875320,0
43380,0
924922,2
2104227,0
2443212,1
274472,0
1360729,0
1197947,0
2178120,0
386300,0
1156475,0
1533353,0
1820004,3
1748915,0
2109155,2
277124,0
126548,0
1538415,0
2394682,0
2531026,0
2116388,0
1900526,0
1439269,0
1821640,1
1394198,4
2416712,0
831650,0
1934538,0
1461667,0
1018789,0
214850,0
2443446,0
828867,0
2415953,0
2345904,0
793951,0
1398235,1
527243,0
2385288,0
2075098,0
1154097,0
279521,1
2597530,2
233429,0
2000631,0
1950323,1
910868,0
2296266,1
1521657,2
2596470,0
1246624,0
1614253,0
1468927,0
1794244,1
1902959,3
2435489,0
1330284,0
306640,0
1209882,1
2454024,0
720737,0
1773976,0
1046304,0
2364099,2
1794601,1
2088300,0
2441734,2
617401,0
285597,0
1474508,1
2269385,0
1092015,0
216779,0
1385046,0
269451,0
377262,0
1080854,0
835415,0
223526,0
1520735,0
381608,0
1160984,0
2439109,0
875556,2
1298391,0
2137451,1
396301,0
1808891,0
366938,0
211796,0
2427809,1
185193,0
991702,1
2385258,0
1425274,2
500888,2
1684416,2
276272,0
82145,0
901904,1
1278035,2
1822012,1
2565923,0
2401182,0
1140762,0
1373764,0
2167247,0
721015,1
1715300,1
117386,0
417739,0
1371302,0
1713556,0
1376634,0
1951810,0
1457083,0
2135977,0
1007172,0
1850071,0
1390814,0
2217704,0
2285887,0
1069917,1
881178,1
2530146,0
1600517,0
1593940,0
648793,0
2208040,0
1630737,0
436510,1
65076,0
638155,1
673309,0
64458,0
2153399,0
1474326,0
1566401,0
2348035,0
1953945,0
1638636,1
1126516,3
1150646,0
1644094,0
709941,0
2140355,1
811775,0
128792,0
1799861,0
1361759,0
1939988,0
757794,1
2115061,0
754107,0
1400903,0
1628636,0
996399,0
1740888,1
2528130,3
627273,0
1360656,0
1919580,2
1853309,0
254324,0
654209,0
1621533,0
1551949,0
56036,0
1592172,2
564079,0
1717171,0
436984,0
2016277,1
203635,0
1759484,0
2016599,0
2239892,2
333861,1
647461,0
1529509,0
770059,1
635624,0
124400,0
699400,0
1874777,2
163920,1
505653,1
2037935,0
1016909,2
480910,0
684019,1
2048569,0
130843,0
1726192,1
2540207,0
353335,1
269469,2
522964,0
165524,0
1150431,2
1890364,0
1658850,0
1268171,4
908309,3
2592591,0
39866,0
922551,4
830751,0
1304389,0
196494,1
985776,0
1319060,0
1622427,2
440750,2
385306,0
1942802,1
1878513,0
2312826,1
2191331,0
725704,0
1320626,0
932177,0
115422,0
1954340,2
2476537,0
2502100,2
711569,0
180912,0
2190166,0
365559,0
992883,0
839844,0
602147,3
701053,1
1366913,0
1241155,0
2597080,0
2423202,0
2267735,1
209219,1
1801898,0
1348483,0
907653,0
1973538,0
989418,0
1746603,0
2097256,0
1989918,1
2397204,0
2625649,1
125348,2
75363,0
1397552,0
191193,1
2301574,0
1309721,0
2267592,1
2457662,1
394801,0
2233586,0
1045686,0
1622177,0
673915,0
1056824,0
2256466,0
1778757,0
1805690,1
1142169,0
2077352,0
2446734,0
67363,0
500449,1
1144069,0
1617780,0
1160224,1
621755,0
1984158,1
244100,0
1372852,0
715533,3
2100372,0
1709722,0
1754517,0
1965022,0
1253520,0
1478197,1
1841833,0
2120822,0
1630026,0
896103,0
1765185,0
1580987,0
1769549,0
1798346,0
1133205,0
635400,0
2547357,0
2337681,1
2037457,0
2644509,0
1410988,0
1487228,0
866814,0
2083361,0
1950649,0
1367906,0
802025,0
2223604,4
1456472,0
288806,0
2498579,0
698888,0
2474959,0
1654325,0
308348,0
859592,0
2272710,0
89561,0
2358416,1
2435005,2
1196836,0
2446258,0
41581,1
1982753,1
757124,0
986240,1
386749,0
896752,0
1167579,0
144921,0
978011,0
1463499,0
550374,0
283679,0
921018,0
1693072,0
2438700,0
29815,3
2589910,0
2580986,0
179159,0
413120,0
561461,0
1062078,0
1617480,0
2436641,0
2452432,0
2598339,0
2234621,0
1001779,3
816867,0
487759,1
1573950,0
2302265,0
139358,0
384409,0
447950,0
230785,0
2545999,0
1091629,2
1395967,1
2412892,0
2152301,0
1149338,0
1216519,0
96846,1
1217121,0
481862,0
1729018,0
1701571,0
2042909,0
974525,0
753183,0
287541,0
1365743,0
412460,2
2475562,0
119605,0
2364018,1
644088,2
2260349,0
1783814,0
1131536,3
1928963,0
1815879,0
1427890,0
842641,0
132243,0
1032429,1
1278340,0
1688959,0
2603749,0
1453711,0
1525586,0
1544926,0
1875759,0
835759,1
2339072,0
1291828,0
840176,1
135991,0
1666920,0
262436,0
1381796,0
946380,3
2053796,0
601228,0
1251893,0
1780403,0
1081734,0
928512,1
794321,0
798715,0
1075169,0
1293545,0
1329760,0
1030307,1
159112,0
1565866,0
607078,0
2632377,2
2196604,0
2426042,0
1925314,0
801800,0
2327431,2
97178,0
163951,3
76920,0
1452752,2
1616934,0
251999,0
526201,0
1815614,2
2565987,1
2060632,0
2295597,0
662441,0
1083654,0
1410162,1
1226650,0
1025103,0
344507,0
1919429,0
97571,0
799940,0
146001,0
1849553,0
2402973,1
443969,4
2560090,0
1629301,0
1304078,0
946691,3
1831320,0
302473,0
2640087,1
2199883,0
1269209,0
1604386,0
332627,3
1723010,0
1507153,0
875231,0
2603646,0
2410819,2
92265,0
1608171,0
1591777,0
2207802,0
576613,0
264764,0
2054093,0
2444788,0
1851033,3
1704146,0
595279,2
980937,0
1880988,0
2266736,1
2512916,1
2521051,3
327061,0
784463,1
1069082,0
2602667,1
559699,0
1630740,0
1911325,2
345365,1
1594913,1
2124888,0
2198226,0
1024932,0
2443000,0
841830,0
246820,0
487370,0
2460040,0
1731844,0
1299611,0
1876513,0
400573,0
353731,0
1143771,0
1544813,0
1534296,1
553068,0
1285460,0
2507919,0
770088,0
769929,0
1420389,0
1317539,0
721329,1
2308084,0
1554139,1
760774,0
1470807,0
2010317,0
2351463,0
2402252,1
92519,0
263215,0
1295842,0
2072547,2
752513,0
577096,0
2114696,3
1478657,1
736000,4
2034948,0
1636332,0
1603248,0
2036838,3
687477,2
638824,1
680870,0
79408,0
1872689,0
2023378,0
1894488,0
2596225,0
2404972,0
588385,1
1488460,0
2134986,2
1788875,0
1326640,1
463709,0
1788404,1
1995446,0
909518,0
2081996,0
913668,0
1246105,0
1709177,2
1179894,1
1160572,1
2415103,0
1210669,0
2040896,1
2152852,1
1696926,0
1984230,1
1028292,0
276468,0
455527,0
1946519,0
2159316,0
394840,0
2237029,0
1067552,0
1610739,0
645957,0
479934,0
227945,1
1675052,0
1618060,1
789907,0
1294090,0
2043094,0
655280,1
1222180,0
1607188,0
431958,2
26472,0
543607,0
1425586,0
2455294,0
2220342,3
1226327,2
658636,0
702643,0
105885,0
1853473,1
808651,0
1920230,0
594552,0
2616878,2
376247,0
1126751,2
1122318,0
799467,1
886247,1
2145288,2
1781331,0
849170,0
284535,0
1087978,0
144556,0
1750276,1
2020890,0
2492695,0
606723,0
1124699,3
1506554,1
1935501,0
783446,0
974162,0
2179876,0
195358,0
8079,0
186085,0
1435630,0
1207618,1
2550568,0
113585,0
1332228,1
2047577,3
1380823,0
1801660,0
123627,0
2028730,0
1353566,1
1601786,0
1537868,1
2386496,1
1583129,0
1877323,0
1573496,0
1218493,3
2222305,0
1655308,0
1118128,1
655098,0
2147929,2
1175419,1
1967395,0
1120274,0
1382739,0
937446,4
1053440,0
676756,1
2497949,0
2418195,0
796671,0
629461,0
74679,0
2226028,1
651815,0
1054516,0
386337,2
692140,0
1443128,0
1057433,0
1602909,0
2035079,0
1073321,1
1549802,0
15402,2
241626,0
976385,0
1258802,2
1969099,0
16921,1
480990,0
767038,0
1266502,0
1517587,0
2385534,1
1801190,0
493465,1
1624853,0
2429565,0
2281992,0
1974776,2
436564,0
2429347,0
665268,1
433130,1
245905,0
1252539,0
160881,2
202838,0
1443733,0
1583424,1
589107,1
2339270,0
1506161,0
1000386,0
1681382,3
743917,0
2414191,4
1863536,4
2001774,1
670496,0
1699181,0
820316,0
1558976,0
839510,0
125806,0
183629,0
1218671,0
865254,4
935292,0
2081589,1
1488415,0
307979,0
1646865,0
124598,0
877574,1
852846,0
773694,1
1845916,1
2056575,0
509344,0
1028345,0
2443674,2
293235,0
1549001,0
210622,0
731565,0
1910525,0
454172,0
1152249,2
2548724,0
1451243,0
1002943,1
1446909,2
2408899,0
2602696,2
2476050,0
254140,0
797632,0
1339202,0
442801,0
2325212,0
1174703,0
2620887,0
2115174,1
816019,0
2309460,1
1243537,0
1881326,1
1013593,0
1486853,0
1553327,0
1921654,1
1407170,0
2297603,0
1954297,0
515632,0
1546535,0
1121292,0
382578,0
837786,1
1978942,2
235891,0
82118,0
414800,0
48536,0
839586,0
2155354,0
304579,1
237278,1
456987,0
1851595,3
2183168,0
438836,0
2502315,2
1656649,3
807759,1
965881,0
1766599,1
142909,1
562841,0
414126,1
1505332,0
1492176,1
907557,0
2270144,0
1461996,0
1276913,4
1608134,1
2576043,2
1077009,0
2538181,0
2468485,0
1176164,0
365056,0
417418,1
706894,0
2076863,1
2211375,0
2342120,1
1886205,1
1088135,1
809602,1
1679083,0
1213178,0
2117885,3
1032321,0
2600027,0
2055639,1
2594029,0
1515326,0
2055582,0
662875,0
1781982,0
182826,0
583788,0
2122041,0
2564680,0
94170,1
1105211,0
1737253,0
2463257,1
643078,0
1944765,3
972267,0
1970273,1
2450621,2
780355,0
2084326,0
1962892,1
1258595,2
460001,0
2426425,0
2179932,0
1015774,0
2308401,0
334765,0
1458794,2
1206022,1
574577,1
2389482,0
1107010,0
968466,1
206740,0
198496,1
2580885,0
2142200,0
2286785,0
2138250,1
1532466,0
1398122,0
2314956,3
2236368,0
872341,0
2181699,0
2614414,0
321874,0
2157796,3
1848671,0
2050334,1
2374727,0
902011,1
2337638,0
264739,1
1541344,0
1330506,0
2087478,0
415100,0
203810,0
1112207,1
2603411,0
936034,0
650306,0
489119,0
1183998,0
1412790,0
1270413,2
1531950,0
941743,0
347371,0
664562,0
1722103,1
1009270,0
1038322,0
1889384,4
1426360,0
2556959,2
1217726,0
1616500,0
1883641,0
660962,3
1871337,1
1860885,0
1182387,0
2125142,0
549437,0
1691501,2
2118803,2
99958,1
1622338,0
768929,0
1094698,0
31835,0
93102,2
1910165,0
124284,0
580700,0
565928,0
2210580,0
789326,0
703996,0
1041872,1
2460347,4
1396694,1
1290993,3
808731,0
291156,0
1383496,0
2150489,0
862508,0
335348,2
1314463,2
2012337,0
241801,0
284080,0
2493354,3
1706121,1
1415752,0
1354436,0
1885629,0
716534,0
2018717,0
190644,0
2500969,0
1655790,1
995925,2
2004003,0
2340481,0
795714,3
2477028,0
146056,0
790397,2
1685602,0
52927,0
532474,2
977998,3
2636480,0
330922,0
2074237,0
700931,0
665595,0
755921,3
1350230,1
1496594,0
1258617,0
1550627,2
1920310,0
120636,0
1700154,0
2169856,0
1143687,0
2454574,0
1727111,3
2359078,0
1570535,0
447516,0
389985,0
1098851,0
560447,3
59218,2
511497,0
190478,0
1537675,0
2122519,0
2519638,1
1968139,0
2067136,0
1090011,0
399933,0
108385,0
1886772,0
539472,0
158313,0
243430,2
1717881,0
2061834,0
540681,0
2027196,3
400910,0
344678,0
1268374,0
1760911,0
513120,0
2284310,0
1190138,2
2237945,0
672153,0
971889,1
2020892,0
1315844,0
215863,1
426872,0
1469191,0
2196874,1
661305,1
385583,3
1337153,2
1908448,0
2428225,0
2570496,2
1008196,1
740118,1
2515945,0
1732365,3
2501468,0
2639652,0
1747778,0
231012,0
2235183,0
1326124,0
2272321,0
2202223,0
2212485,0
191219,0
2165497,0
3551,0
2240057,0
1239040,1
1984290,0
269554,3
150732,0
1560620,0
2032399,0
426744,0
32014,0
789517,4
383481,2
280832,0
680730,0
1100710,1
2065164,2
1353286,3
1377449,0
42167,0
181843,1
2225314,0
867967,3
1941862,1
705906,3
1016141,0
285595,0
2511626,0
2330287,0
1243401,0
702836,0
165549,0
2179492,0
1628912,1
898468,0
2266535,0
1960969,0
394397,0
2474924,0
1147501,4
2002905,0
478176,4
2557968,0
2491895,0
1626098,0
2420090,0
2474139,0
780936,0
2387734,2
1572161,1
2402687,0
110081,0
599407,0
1680191,0
2633357,1
2392694,2
2490127,0
781622,0
1701156,0
1464315,3
770229,0
1195688,1
1350344,0
303901,0
832702,0
1221326,0
859175,0
1760132,3
1475936,0
127266,0
484655,1
2156559,2
247080,1
810543,0
721008,0
1854214,2
501279,0
1003773,0
2500638,0
936307,2
1237096,0
56859,1
1190655,3
622726,0
1253208,0
1041693,0
740891,0
522878,0
2056584,0
205618,0
396093,0
1261019,0
2527771,1
1868469,0
107739,0
1618918,2
631155,0
521890,0
448778,0
1207369,0
57691,2
742428,0
2420001,2
801723,0
815128,0
2255059,1
2158095,0
2180222,1
1323253,0
2604955,1
2108168,0
1036685,0
443451,0
848430,0
1179020,1
1256608,0
844558,4
2299661,4
177892,0
2255932,0
860416,0
352455,1
1847946,3
98428,3
1623764,2
242906,0
2356143,0
879123,0
1777861,0
1245529,0
1215706,0
1059023,1
874293,1
2470498,0
1446912,0
661246,0
2384870,0
1851060,0
2526414,2
362548,0
2164116,0
345097,0
2241282,2
943523,0
697601,1
1107966,0
1481244,0
2280291,0
2111755,0
1448154,0
1542244,0
624114,0
1535203,0
1503589,0
2381887,0
453321,0
721406,1
2266942,0
522473,2
1940920,0
2049239,2
2196394,0
1698770,0
1743467,0
437256,0
1276759,0
1782772,0
1438618,0
1103221,0
684028,0
2479011,0
1244213,0
769887,2
2125329,2
22846,0
1983788,0
475487,1
1399323,0
1347648,0
1227780,2
1574534,0
1769465,0
1265352,0
1179341,0
1785919,2
941712,0
1076087,3
1478933,2
371442,1
355729,0
2241004,0
1430398,1
1433461,0
2491032,0
1745602,0
1760465,0
2340662,0
2364551,1
1023101,1
760579,0
601147,1
1141007,1
459633,0
502274,0
1832054,0
203199,0
10485,0
2408036,0
78770,0
1277204,0
2526577,0
1951089,1
152136,0
630024,1
