user_id,rank,movie_id,title,year,predicted_score
46320,10,16969,Donnie Darko,2001,3.5898497104644775
52153,1,13501,Rocky IV,1985,3.5898497104644775
52153,2,15575,Royal Wedding,1951,3.5898497104644775
52153,3,747,Saber Marionette J,1996,3.5898497104644775
52153,4,7798,Deep Evil,2004,3.5898497104644775
52153,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
52153,6,5793,Underworld,2003,3.5898497104644775
52153,7,17147,She's the One,1996,3.5898497104644775
52153,8,8846,Election,1999,3.5898497104644775
52153,9,17152,Next Friday,2000,3.5898497104644775
52153,10,16969,Donnie Darko,2001,3.5898497104644775
56977,1,13501,Rocky IV,1985,3.5898497104644775
56977,2,15575,Royal Wedding,1951,3.5898497104644775
56977,3,747,Saber Marionette J,1996,3.5898497104644775
56977,4,7798,Deep Evil,2004,3.5898497104644775
56977,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
56977,6,5793,Underworld,2003,3.5898497104644775
56977,7,17147,She's the One,1996,3.5898497104644775
56977,8,8846,Election,1999,3.5898497104644775
56977,9,17152,Next Friday,2000,3.5898497104644775
56977,10,16969,Donnie Darko,2001,3.5898497104644775
57977,1,13501,Rocky IV,1985,3.5898497104644775
57977,2,15575,Royal Wedding,1951,3.5898497104644775
57977,3,747,Saber Marionette J,1996,3.5898497104644775
57977,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
57977,5,5793,Underworld,2003,3.5898497104644775
57977,6,17147,She's the One,1996,3.5898497104644775
57977,7,8846,Election,1999,3.5898497104644775
57977,8,17152,Next Friday,2000,3.5898497104644775
57977,9,16969,Donnie Darko,2001,3.5898497104644775
57977,10,7055,Get Shorty,1995,3.5898497104644775
68560,1,13501,Rocky IV,1985,3.5898497104644775
68560,2,15575,Royal Wedding,1951,3.5898497104644775
68560,3,747,Saber Marionette J,1996,3.5898497104644775
68560,4,7798,Deep Evil,2004,3.5898497104644775
68560,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
68560,6,5793,Underworld,2003,3.5898497104644775
68560,7,17147,She's the One,1996,3.5898497104644775
68560,8,8846,Election,1999,3.5898497104644775
68560,9,17152,Next Friday,2000,3.5898497104644775
68560,10,16969,Donnie Darko,2001,3.5898497104644775
93803,1,13501,Rocky IV,1985,3.5898497104644775
93803,2,15575,Royal Wedding,1951,3.5898497104644775
93803,3,747,Saber Marionette J,1996,3.5898497104644775
93803,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
93803,5,5793,Underworld,2003,3.5898497104644775
93803,6,17147,She's the One,1996,3.5898497104644775
93803,7,8846,Election,1999,3.5898497104644775
93803,8,17152,Next Friday,2000,3.5898497104644775
93803,9,16969,Donnie Darko,2001,3.5898497104644775
93803,10,7055,Get Shorty,1995,3.5898497104644775
104407,1,13501,Rocky IV,1985,3.5898497104644775
104407,2,15575,Royal Wedding,1951,3.5898497104644775
104407,3,747,Saber Marionette J,1996,3.5898497104644775
104407,4,7798,Deep Evil,2004,3.5898497104644775
104407,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
104407,6,5793,Underworld,2003,3.5898497104644775
104407,7,17147,She's the One,1996,3.5898497104644775
104407,8,8846,Election,1999,3.5898497104644775
104407,9,17152,Next Friday,2000,3.5898497104644775
104407,10,16969,Donnie Darko,2001,3.5898497104644775
108984,1,13501,Rocky IV,1985,3.5898497104644775
108984,2,15575,Royal Wedding,1951,3.5898497104644775
108984,3,747,Saber Marionette J,1996,3.5898497104644775
108984,4,7798,Deep Evil,2004,3.5898497104644775
108984,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
108984,6,5793,Underworld,2003,3.5898497104644775
108984,7,17147,She's the One,1996,3.5898497104644775
108984,8,8846,Election,1999,3.5898497104644775
108984,9,17152,Next Friday,2000,3.5898497104644775
108984,10,16969,Donnie Darko,2001,3.5898497104644775
112735,1,13501,Rocky IV,1985,3.5898497104644775
112735,2,15575,Royal Wedding,1951,3.5898497104644775
112735,3,747,Saber Marionette J,1996,3.5898497104644775
112735,4,7798,Deep Evil,2004,3.5898497104644775
112735,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
112735,6,5793,Underworld,2003,3.5898497104644775
112735,7,17147,She's the One,1996,3.5898497104644775
112735,8,8846,Election,1999,3.5898497104644775
112735,9,17152,Next Friday,2000,3.5898497104644775
112735,10,16969,Donnie Darko,2001,3.5898497104644775
125447,1,13501,Rocky IV,1985,3.5898497104644775
125447,2,15575,Royal Wedding,1951,3.5898497104644775
125447,3,747,Saber Marionette J,1996,3.5898497104644775
125447,4,7798,Deep Evil,2004,3.5898497104644775
125447,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
125447,6,5793,Underworld,2003,3.5898497104644775
125447,7,17147,She's the One,1996,3.5898497104644775
125447,8,8846,Election,1999,3.5898497104644775
125447,9,17152,Next Friday,2000,3.5898497104644775
125447,10,16969,Donnie Darko,2001,3.5898497104644775
125467,1,13501,Rocky IV,1985,3.5898497104644775
125467,2,15575,Royal Wedding,1951,3.5898497104644775
125467,3,747,Saber Marionette J,1996,3.5898497104644775
125467,4,7798,Deep Evil,2004,3.5898497104644775
125467,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
125467,6,5793,Underworld,2003,3.5898497104644775
125467,7,17147,She's the One,1996,3.5898497104644775
125467,8,8846,Election,1999,3.5898497104644775
125467,9,17152,Next Friday,2000,3.5898497104644775
125467,10,16969,Donnie Darko,2001,3.5898497104644775
126505,1,13501,Rocky IV,1985,3.5898497104644775
126505,2,15575,Royal Wedding,1951,3.5898497104644775
126505,3,747,Saber Marionette J,1996,3.5898497104644775
126505,4,7798,Deep Evil,2004,3.5898497104644775
126505,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
126505,6,5793,Underworld,2003,3.5898497104644775
126505,7,17147,She's the One,1996,3.5898497104644775
126505,8,8846,Election,1999,3.5898497104644775
126505,9,17152,Next Friday,2000,3.5898497104644775
126505,10,16969,Donnie Darko,2001,3.5898497104644775
141510,1,13501,Rocky IV,1985,3.5898497104644775
141510,2,15575,Royal Wedding,1951,3.5898497104644775
141510,3,747,Saber Marionette J,1996,3.5898497104644775
141510,4,7798,Deep Evil,2004,3.5898497104644775
141510,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
141510,6,5793,Underworld,2003,3.5898497104644775
141510,7,17147,She's the One,1996,3.5898497104644775
141510,8,8846,Election,1999,3.5898497104644775
141510,9,17152,Next Friday,2000,3.5898497104644775
141510,10,16969,Donnie Darko,2001,3.5898497104644775
142078,1,13501,Rocky IV,1985,3.5898497104644775
142078,2,15575,Royal Wedding,1951,3.5898497104644775
142078,3,747,Saber Marionette J,1996,3.5898497104644775
142078,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
142078,5,5793,Underworld,2003,3.5898497104644775
142078,6,17147,She's the One,1996,3.5898497104644775
142078,7,8846,Election,1999,3.5898497104644775
142078,8,17152,Next Friday,2000,3.5898497104644775
142078,9,16969,Donnie Darko,2001,3.5898497104644775
142078,10,7055,Get Shorty,1995,3.5898497104644775
144556,1,13501,Rocky IV,1985,3.5898497104644775
144556,2,15575,Royal Wedding,1951,3.5898497104644775
144556,3,747,Saber Marionette J,1996,3.5898497104644775
144556,4,7798,Deep Evil,2004,3.5898497104644775
144556,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
144556,6,5793,Underworld,2003,3.5898497104644775
144556,7,17147,She's the One,1996,3.5898497104644775
144556,8,8846,Election,1999,3.5898497104644775
144556,9,17152,Next Friday,2000,3.5898497104644775
144556,10,16969,Donnie Darko,2001,3.5898497104644775
153237,1,13501,Rocky IV,1985,3.5898497104644775
153237,2,15575,Royal Wedding,1951,3.5898497104644775
153237,3,5793,Underworld,2003,3.5898497104644775
153237,4,17147,She's the One,1996,3.5898497104644775
153237,5,8846,Election,1999,3.5898497104644775
153237,6,17152,Next Friday,2000,3.5898497104644775
153237,7,16969,Donnie Darko,2001,3.5898497104644775
153237,8,7055,Get Shorty,1995,3.5898497104644775
153237,9,189,Airplane II: The Sequel,1982,3.5898497104644775
153237,10,15582,Sweet Home Alabama,2002,3.5898497104644775
158078,1,13501,Rocky IV,1985,3.5898497104644775
158078,2,15575,Royal Wedding,1951,3.5898497104644775
158078,3,747,Saber Marionette J,1996,3.5898497104644775
158078,4,7798,Deep Evil,2004,3.5898497104644775
158078,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
158078,6,5793,Underworld,2003,3.5898497104644775
158078,7,17147,She's the One,1996,3.5898497104644775
158078,8,8846,Election,1999,3.5898497104644775
158078,9,17152,Next Friday,2000,3.5898497104644775
158078,10,16969,Donnie Darko,2001,3.5898497104644775
159112,1,13501,Rocky IV,1985,3.5898497104644775
159112,2,15575,Royal Wedding,1951,3.5898497104644775
159112,3,747,Saber Marionette J,1996,3.5898497104644775
159112,4,7798,Deep Evil,2004,3.5898497104644775
159112,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
159112,6,5793,Underworld,2003,3.5898497104644775
159112,7,17147,She's the One,1996,3.5898497104644775
159112,8,8846,Election,1999,3.5898497104644775
159112,9,17152,Next Friday,2000,3.5898497104644775
159112,10,16969,Donnie Darko,2001,3.5898497104644775
164909,1,13501,Rocky IV,1985,3.5898497104644775
164909,2,15575,Royal Wedding,1951,3.5898497104644775
164909,3,747,Saber Marionette J,1996,3.5898497104644775
164909,4,7798,Deep Evil,2004,3.5898497104644775
164909,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
164909,6,5793,Underworld,2003,3.5898497104644775
164909,7,17147,She's the One,1996,3.5898497104644775
164909,8,8846,Election,1999,3.5898497104644775
164909,9,17152,Next Friday,2000,3.5898497104644775
164909,10,16969,Donnie Darko,2001,3.5898497104644775
173865,1,13501,Rocky IV,1985,3.5898497104644775
173865,2,15575,Royal Wedding,1951,3.5898497104644775
173865,3,747,Saber Marionette J,1996,3.5898497104644775
173865,4,7798,Deep Evil,2004,3.5898497104644775
173865,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
173865,6,5793,Underworld,2003,3.5898497104644775
173865,7,17147,She's the One,1996,3.5898497104644775
173865,8,8846,Election,1999,3.5898497104644775
173865,9,17152,Next Friday,2000,3.5898497104644775
173865,10,16969,Donnie Darko,2001,3.5898497104644775
176547,1,13501,Rocky IV,1985,3.5898497104644775
176547,2,15575,Royal Wedding,1951,3.5898497104644775
176547,3,747,Saber Marionette J,1996,3.5898497104644775
176547,4,7798,Deep Evil,2004,3.5898497104644775
176547,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
176547,6,5793,Underworld,2003,3.5898497104644775
176547,7,17147,She's the One,1996,3.5898497104644775
176547,8,8846,Election,1999,3.5898497104644775
176547,9,17152,Next Friday,2000,3.5898497104644775
176547,10,16969,Donnie Darko,2001,3.5898497104644775
187371,1,13501,Rocky IV,1985,3.5898497104644775
187371,2,15575,Royal Wedding,1951,3.5898497104644775
187371,3,747,Saber Marionette J,1996,3.5898497104644775
187371,4,7798,Deep Evil,2004,3.5898497104644775
187371,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
187371,6,5793,Underworld,2003,3.5898497104644775
187371,7,17147,She's the One,1996,3.5898497104644775
187371,8,8846,Election,1999,3.5898497104644775
187371,9,17152,Next Friday,2000,3.5898497104644775
187371,10,16969,Donnie Darko,2001,3.5898497104644775
195348,1,13501,Rocky IV,1985,3.5898497104644775
195348,2,15575,Royal Wedding,1951,3.5898497104644775
195348,3,747,Saber Marionette J,1996,3.5898497104644775
195348,4,7798,Deep Evil,2004,3.5898497104644775
195348,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
195348,6,5793,Underworld,2003,3.5898497104644775
195348,7,17147,She's the One,1996,3.5898497104644775
195348,8,8846,Election,1999,3.5898497104644775
195348,9,17152,Next Friday,2000,3.5898497104644775
195348,10,16969,Donnie Darko,2001,3.5898497104644775
198655,1,13501,Rocky IV,1985,3.5898497104644775
198655,2,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
198655,3,5793,Underworld,2003,3.5898497104644775
198655,4,17147,She's the One,1996,3.5898497104644775
198655,5,8846,Election,1999,3.5898497104644775
198655,6,17152,Next Friday,2000,3.5898497104644775
198655,7,16969,Donnie Darko,2001,3.5898497104644775
198655,8,7055,Get Shorty,1995,3.5898497104644775
198655,9,189,Airplane II: The Sequel,1982,3.5898497104644775
198655,10,15582,Sweet Home Alabama,2002,3.5898497104644775
201633,1,13501,Rocky IV,1985,3.5898497104644775
201633,2,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
201633,3,5793,Underworld,2003,3.5898497104644775
201633,4,17147,She's the One,1996,3.5898497104644775
201633,5,8846,Election,1999,3.5898497104644775
201633,6,17152,Next Friday,2000,3.5898497104644775
201633,7,16969,Donnie Darko,2001,3.5898497104644775
201633,8,7055,Get Shorty,1995,3.5898497104644775
201633,9,189,Airplane II: The Sequel,1982,3.5898497104644775
201633,10,15582,Sweet Home Alabama,2002,3.5898497104644775
203635,1,13501,Rocky IV,1985,3.5898497104644775
203635,2,15575,Royal Wedding,1951,3.5898497104644775
203635,3,747,Saber Marionette J,1996,3.5898497104644775
203635,4,7798,Deep Evil,2004,3.5898497104644775
203635,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
203635,6,5793,Underworld,2003,3.5898497104644775
203635,7,17147,She's the One,1996,3.5898497104644775
203635,8,8846,Election,1999,3.5898497104644775
203635,9,17152,Next Friday,2000,3.5898497104644775
203635,10,16969,Donnie Darko,2001,3.5898497104644775
204363,1,13501,Rocky IV,1985,3.5898497104644775
204363,2,15575,Royal Wedding,1951,3.5898497104644775
204363,3,747,Saber Marionette J,1996,3.5898497104644775
204363,4,7798,Deep Evil,2004,3.5898497104644775
204363,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
204363,6,5793,Underworld,2003,3.5898497104644775
204363,7,17147,She's the One,1996,3.5898497104644775
204363,8,8846,Election,1999,3.5898497104644775
204363,9,17152,Next Friday,2000,3.5898497104644775
204363,10,16969,Donnie Darko,2001,3.5898497104644775
217732,1,13501,Rocky IV,1985,3.5898497104644775
217732,2,15575,Royal Wedding,1951,3.5898497104644775
217732,3,747,Saber Marionette J,1996,3.5898497104644775
217732,4,7798,Deep Evil,2004,3.5898497104644775
217732,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
217732,6,5793,Underworld,2003,3.5898497104644775
217732,7,17147,She's the One,1996,3.5898497104644775
217732,8,8846,Election,1999,3.5898497104644775
217732,9,17152,Next Friday,2000,3.5898497104644775
217732,10,16969,Donnie Darko,2001,3.5898497104644775
218740,1,13501,Rocky IV,1985,3.5898497104644775
218740,2,15575,Royal Wedding,1951,3.5898497104644775
218740,3,747,Saber Marionette J,1996,3.5898497104644775
218740,4,7798,Deep Evil,2004,3.5898497104644775
218740,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
218740,6,5793,Underworld,2003,3.5898497104644775
218740,7,17147,She's the One,1996,3.5898497104644775
218740,8,8846,Election,1999,3.5898497104644775
218740,9,17152,Next Friday,2000,3.5898497104644775
218740,10,16969,Donnie Darko,2001,3.5898497104644775
227940,1,13501,Rocky IV,1985,3.5898497104644775
227940,2,15575,Royal Wedding,1951,3.5898497104644775
227940,3,747,Saber Marionette J,1996,3.5898497104644775
227940,4,7798,Deep Evil,2004,3.5898497104644775
227940,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
227940,6,5793,Underworld,2003,3.5898497104644775
227940,7,17147,She's the One,1996,3.5898497104644775
227940,8,8846,Election,1999,3.5898497104644775
227940,9,17152,Next Friday,2000,3.5898497104644775
227940,10,16969,Donnie Darko,2001,3.5898497104644775
237278,1,13501,Rocky IV,1985,3.5898497104644775
237278,2,15575,Royal Wedding,1951,3.5898497104644775
237278,3,747,Saber Marionette J,1996,3.5898497104644775
237278,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
237278,5,5793,Underworld,2003,3.5898497104644775
237278,6,17147,She's the One,1996,3.5898497104644775
237278,7,8846,Election,1999,3.5898497104644775
237278,8,17152,Next Friday,2000,3.5898497104644775
237278,9,16969,Donnie Darko,2001,3.5898497104644775
237278,10,7055,Get Shorty,1995,3.5898497104644775
239188,1,13501,Rocky IV,1985,3.5898497104644775
239188,2,15575,Royal Wedding,1951,3.5898497104644775
239188,3,747,Saber Marionette J,1996,3.5898497104644775
239188,4,7798,Deep Evil,2004,3.5898497104644775
239188,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
239188,6,5793,Underworld,2003,3.5898497104644775
239188,7,17147,She's the One,1996,3.5898497104644775
239188,8,8846,Election,1999,3.5898497104644775
239188,9,17152,Next Friday,2000,3.5898497104644775
239188,10,16969,Donnie Darko,2001,3.5898497104644775
243430,1,13501,Rocky IV,1985,3.5898497104644775
243430,2,15575,Royal Wedding,1951,3.5898497104644775
243430,3,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
243430,4,5793,Underworld,2003,3.5898497104644775
243430,5,17147,She's the One,1996,3.5898497104644775
243430,6,8846,Election,1999,3.5898497104644775
243430,7,17152,Next Friday,2000,3.5898497104644775
243430,8,16969,Donnie Darko,2001,3.5898497104644775
243430,9,7055,Get Shorty,1995,3.5898497104644775
243430,10,189,Airplane II: The Sequel,1982,3.5898497104644775
246874,1,13501,Rocky IV,1985,3.5898497104644775
246874,2,15575,Royal Wedding,1951,3.5898497104644775
246874,3,747,Saber Marionette J,1996,3.5898497104644775
246874,4,7798,Deep Evil,2004,3.5898497104644775
246874,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
246874,6,5793,Underworld,2003,3.5898497104644775
246874,7,17147,She's the One,1996,3.5898497104644775
246874,8,8846,Election,1999,3.5898497104644775
246874,9,17152,Next Friday,2000,3.5898497104644775
246874,10,16969,Donnie Darko,2001,3.5898497104644775
250149,1,13501,Rocky IV,1985,3.5898497104644775
250149,2,15575,Royal Wedding,1951,3.5898497104644775
250149,3,747,Saber Marionette J,1996,3.5898497104644775
250149,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
250149,5,5793,Underworld,2003,3.5898497104644775
250149,6,17147,She's the One,1996,3.5898497104644775
250149,7,8846,Election,1999,3.5898497104644775
250149,8,17152,Next Friday,2000,3.5898497104644775
250149,9,16969,Donnie Darko,2001,3.5898497104644775
250149,10,7055,Get Shorty,1995,3.5898497104644775
251163,1,13501,Rocky IV,1985,3.5898497104644775
251163,2,15575,Royal Wedding,1951,3.5898497104644775
251163,3,747,Saber Marionette J,1996,3.5898497104644775
251163,4,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
251163,5,5793,Underworld,2003,3.5898497104644775
251163,6,17147,She's the One,1996,3.5898497104644775
251163,7,8846,Election,1999,3.5898497104644775
251163,8,17152,Next Friday,2000,3.5898497104644775
251163,9,16969,Donnie Darko,2001,3.5898497104644775
251163,10,7055,Get Shorty,1995,3.5898497104644775
253326,1,13501,Rocky IV,1985,3.5898497104644775
253326,2,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
253326,3,5793,Underworld,2003,3.5898497104644775
253326,4,17147,She's the One,1996,3.5898497104644775
253326,5,8846,Election,1999,3.5898497104644775
253326,6,17152,Next Friday,2000,3.5898497104644775
253326,7,16969,Donnie Darko,2001,3.5898497104644775
253326,8,7055,Get Shorty,1995,3.5898497104644775
253326,9,189,Airplane II: The Sequel,1982,3.5898497104644775
253326,10,15582,Sweet Home Alabama,2002,3.5898497104644775
254226,1,13501,Rocky IV,1985,3.5898497104644775
254226,2,15575,Royal Wedding,1951,3.5898497104644775
254226,3,747,Saber Marionette J,1996,3.5898497104644775
254226,4,7798,Deep Evil,2004,3.5898497104644775
254226,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
254226,6,5793,Underworld,2003,3.5898497104644775
254226,7,17147,She's the One,1996,3.5898497104644775
254226,8,8846,Election,1999,3.5898497104644775
254226,9,17152,Next Friday,2000,3.5898497104644775
254226,10,16969,Donnie Darko,2001,3.5898497104644775
255900,1,13501,Rocky IV,1985,3.5898497104644775
255900,2,15575,Royal Wedding,1951,3.5898497104644775
255900,3,747,Saber Marionette J,1996,3.5898497104644775
255900,4,7798,Deep Evil,2004,3.5898497104644775
255900,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
255900,6,5793,Underworld,2003,3.5898497104644775
255900,7,17147,She's the One,1996,3.5898497104644775
255900,8,8846,Election,1999,3.5898497104644775
255900,9,17152,Next Friday,2000,3.5898497104644775
255900,10,16969,Donnie Darko,2001,3.5898497104644775
261556,1,13501,Rocky IV,1985,3.5898497104644775
261556,2,15575,Royal Wedding,1951,3.5898497104644775
261556,3,747,Saber Marionette J,1996,3.5898497104644775
261556,4,7798,Deep Evil,2004,3.5898497104644775
261556,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
261556,6,5793,Underworld,2003,3.5898497104644775
261556,7,17147,She's the One,1996,3.5898497104644775
261556,8,8846,Election,1999,3.5898497104644775
261556,9,17152,Next Friday,2000,3.5898497104644775
261556,10,16969,Donnie Darko,2001,3.5898497104644775
263726,1,13501,Rocky IV,1985,3.5898497104644775
263726,2,15575,Royal Wedding,1951,3.5898497104644775
263726,3,747,Saber Marionette J,1996,3.5898497104644775
263726,4,7798,Deep Evil,2004,3.5898497104644775
263726,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
263726,6,5793,Underworld,2003,3.5898497104644775
263726,7,17147,She's the One,1996,3.5898497104644775
263726,8,8846,Election,1999,3.5898497104644775
263726,9,17152,Next Friday,2000,3.5898497104644775
263726,10,16969,Donnie Darko,2001,3.5898497104644775
265985,1,13501,Rocky IV,1985,3.5898497104644775
265985,2,15575,Royal Wedding,1951,3.5898497104644775
265985,3,747,Saber Marionette J,1996,3.5898497104644775
265985,4,7798,Deep Evil,2004,3.5898497104644775
265985,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
265985,6,5793,Underworld,2003,3.5898497104644775
265985,7,17147,She's the One,1996,3.5898497104644775
265985,8,8846,Election,1999,3.5898497104644775
265985,9,17152,Next Friday,2000,3.5898497104644775
265985,10,16969,Donnie Darko,2001,3.5898497104644775
275844,1,13501,Rocky IV,1985,3.5898497104644775
275844,2,15575,Royal Wedding,1951,3.5898497104644775
275844,3,747,Saber Marionette J,1996,3.5898497104644775
275844,4,7798,Deep Evil,2004,3.5898497104644775
275844,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
275844,6,5793,Underworld,2003,3.5898497104644775
275844,7,17147,She's the One,1996,3.5898497104644775
275844,8,8846,Election,1999,3.5898497104644775
275844,9,17152,Next Friday,2000,3.5898497104644775
275844,10,16969,Donnie Darko,2001,3.5898497104644775
290874,1,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
290874,2,5793,Underworld,2003,3.5898497104644775
290874,3,17147,She's the One,1996,3.5898497104644775
290874,4,8846,Election,1999,3.5898497104644775
290874,5,17152,Next Friday,2000,3.5898497104644775
290874,6,16969,Donnie Darko,2001,3.5898497104644775
290874,7,7055,Get Shorty,1995,3.5898497104644775
290874,8,189,Airplane II: The Sequel,1982,3.5898497104644775
290874,9,15582,Sweet Home Alabama,2002,3.5898497104644775
290874,10,8636,Lara Croft: Tomb Raider: The Cradle of Life,2003,3.5898497104644775
293284,1,13501,Rocky IV,1985,3.5898497104644775
293284,2,15575,Royal Wedding,1951,3.5898497104644775
293284,3,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
293284,4,5793,Underworld,2003,3.5898497104644775
293284,5,17147,She's the One,1996,3.5898497104644775
293284,6,8846,Election,1999,3.5898497104644775
293284,7,17152,Next Friday,2000,3.5898497104644775
293284,8,16969,Donnie Darko,2001,3.5898497104644775
293284,9,7055,Get Shorty,1995,3.5898497104644775
293284,10,189,Airplane II: The Sequel,1982,3.5898497104644775
295910,1,13501,Rocky IV,1985,3.5898497104644775
295910,2,15575,Royal Wedding,1951,3.5898497104644775
295910,3,747,Saber Marionette J,1996,3.5898497104644775
295910,4,7798,Deep Evil,2004,3.5898497104644775
295910,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
295910,6,5793,Underworld,2003,3.5898497104644775
295910,7,17147,She's the One,1996,3.5898497104644775
295910,8,8846,Election,1999,3.5898497104644775
295910,9,17152,Next Friday,2000,3.5898497104644775
295910,10,16969,Donnie Darko,2001,3.5898497104644775
310259,1,13501,Rocky IV,1985,3.5898497104644775
310259,2,15575,Royal Wedding,1951,3.5898497104644775
310259,3,747,Saber Marionette J,1996,3.5898497104644775
310259,4,7798,Deep Evil,2004,3.5898497104644775
310259,5,3165,Dirty Rotten Scoundrels,1988,3.5898497104644775
310259,6,5793,Underworld,2003,3.5898497104644775
310259,7,17147,She's the One,1996,3.5898497104644775
310259,8,8846,Election,1999,3.5898497104644775
310259,9,17152,Next Friday,2000,3.5898497104644775
310259,10,16969,Donnie Darko,2001,3.5898497104644775
316715,1,13501,Rocky IV,1985,3.5898497104644775
